Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
DIA,SPDR Dow Jones Industrial Average ETF Trust,Equity,"$38,351,500,000",5.38%,"3,374,908",$444.68,1.06%,No,False,0.80%,0.29%,14.74%,12.06%,11.92%,"-$379,716,095.90","$571,274,149.75","$554,399,145.75","$983,909,415.95","$478,054,404.70","$1,577,727,831.70",Large Cap Growth Equities,1998-01-14,0.16%,N/A,$6.73,2025-07-18,$0.18,1.51%,16.82,0.94,31,54.52%,40%,20%,1099,$436.96,$450.12,$442.16,$446.17,55.55,A,B+,C,A,A,C,6.94,91.78%,71.48%,22.41,19.65%,4.22%
DFAC,Dimensional U.S. Core Equity 2 ETF,Equity,"$35,959,600,000",8.36%,"1,985,088",$37.28,1.50%,No,False,2.19%,2.47%,18.27%,14.24%,N/A,"$1,550,434,117.39","$76,848,463.54","$217,494,752.35","$2,883,625,336.31","$10,894,311,211.70","$13,696,440,476.97",All Cap Equities,2021-06-14,0.17%,N/A,$0.38,2025-06-24,$0.11,1.05%,0.00,0.96,2567,26.37%,40%,20%,1099,$36.13,$37.24,$37.00,$37.43,63.33,A,A-,B,A-,A-,N/A,6.23,33.90%,42.29%,108.97,8.85%,7.50%
SCHB,Schwab U.S. Broad Market ETF,Equity,"$35,439,900,000",9.80%,"4,755,773",$24.78,1.27%,No,False,2.23%,2.95%,21.78%,16.09%,15.00%,"$284,402,000.00","$50,995,000.00","$152,371,500.00","$964,625,569.00","$2,598,407,069.00","$4,786,670,069.00",Large Cap Growth Equities,2009-11-03,0.03%,Charles Schwab,$0.42,2025-06-25,$0.07,1.75%,18.11,1.03,2372,34.02%,40%,20%,1099,$24.01,$24.74,$24.61,$24.87,65.50,A,A,B-,B,A-,A,6.18,26.63%,40.73%,94.88,11.53%,8.64%
DGRO,iShares Core Dividend Growth ETF,Equity,"$32,784,900,000",8.23%,"1,493,397",$65.72,0.97%,No,False,1.55%,1.39%,14.30%,11.12%,12.80%,"$794,313,749.95","$22,693,173.80","$203,281,994.10","$1,372,324,579.70","$2,056,469,083.80","$10,945,864,038.80",Large Cap Blend Equities,2014-06-10,0.08%,Fidelity,$1.42,2025-06-16,$0.32,2.18%,16.29,0.89,398,27.78%,40%,20%,1099,$64.16,$65.96,$65.39,$65.89,60.36,A,A,B-,A-,A-,A-,6.77,78.04%,64.71%,183.93,12.56%,1.90%
XLV,Health Care Select Sector SPDR Fund,Equity,"$31,982,200,000",-3.81%,"13,900,359",$131.19,0.69%,No,False,-0.99%,-2.96%,-10.70%,1.46%,6.14%,"-$2,528,127,021.25","-$115,369,426.70","-$581,954,293.85","-$3,055,974,701.85","-$7,206,821,124.00","$3,300,613,544.60",Health & Biotech Equities,1998-12-16,0.09%,N/A,$2.39,2025-06-23,$0.63,1.80%,16.67,0.70,61,54.59%,40%,20%,1099,$128.54,$136.88,$130.47,$131.57,45.68,A,A,C+,A,A,B+,6.69,70.64%,61.42%,11.61,0.00%,7.39%
VONG,Vanguard Russell 1000 Growth ETF,Equity,"$30,907,400,000",12.46%,"793,452",$115.86,1.11%,No,False,3.08%,5.31%,30.56%,22.39%,17.65%,"$2,719,669,750.00","$67,813,000.00","$189,516,750.00","$4,048,080,500.00","$11,034,023,250.00","$13,390,127,250.00",Large Cap Growth Equities,2010-09-20,0.07%,Vanguard,$0.55,2025-06-20,$0.13,0.47%,25.90,1.08,389,58.64%,40%,20%,1099,$110.47,$115.37,$114.93,$116.33,67.67,A,A,A,C+,B-,A-,6.13,19.87%,39.09%,36.47,7.12%,12.96%
VBR,Vanguard Small Cap Value ETF,Equity,"$29,742,200,000",3.35%,"423,125",$202.54,2.41%,No,False,1.84%,0.69%,11.56%,8.64%,13.84%,"-$1,234,563,818.28","-$9,432,705.04","-$20,601,751.50","-$221,730,829.94","$1,084,109,092.19","$5,265,336,049.54",Small Cap Value Equities,2004-01-26,0.07%,2 Platforms,$4.11,2025-06-30,$0.91,2.05%,10.80,1.15,837,6.73%,40%,20%,1099,$195.47,$204.58,$199.95,$203.88,57.79,A,A,B+,A-,A-,A,6.19,65.55%,40.82%,169.08,7.04%,6.15%
MGK,Vanguard Mega Cap Growth ETF,Equity,"$28,992,000,000",13.35%,"331,663",$388.42,1.01%,No,False,3.29%,5.21%,30.74%,23.08%,17.65%,"$1,008,494,250.00","$19,314,000.00","$274,758,500.00","$2,016,161,750.00","$5,237,160,250.00","$7,165,777,000.00",Large Cap Growth Equities,2007-12-17,0.07%,2 Platforms,$1.59,2025-06-30,$0.38,0.42%,29.00,1.11,71,65.53%,40%,20%,1099,$370.33,$386.96,$385.22,$390.16,67.10,A-,A,A,C+,B-,B,6.14,20.33%,39.27%,19.94,8.20%,13.98%
JEPQ,JPMorgan NASDAQ Equity Premium Income ETF,Equity,"$28,905,600,000",5.78%,"6,126,108",$55.73,0.81%,No,False,2.56%,3.35%,21.57%,16.68%,N/A,"$8,300,092,250.00","-$257,381,500.00","$395,269,750.00","$12,720,595,000.00","$26,709,571,750.00","$26,960,414,200.00",Large Cap Blend Equities,2022-05-03,0.35%,N/A,$6.20,2025-08-01,$0.44,11.12%,21.76,-0.84,92,55.47%,40%,20%,1099,$53.82,$55.46,$55.46,$55.86,69.37,A,B+,A,B+,A,N/A,6.21,66.35%,41.69%,66.91,8.08%,9.71%
SPDW,SPDR Portfolio Developed World ex-US ETF,Equity,"$27,669,600,000",23.74%,"3,557,642",$41.52,1.19%,No,False,2.75%,2.82%,23.36%,13.89%,10.46%,"$3,137,076,018.70","$89,918,934.60","$258,484,625.60","$3,526,814,452.30","$9,342,195,015.90","$13,707,436,638.90",Foreign Large Cap Equities,2007-04-20,0.03%,N/A,$1.14,2025-06-23,$0.67,2.76%,12.20,0.89,2351,8.82%,40%,20%,1099,$39.68,$41.61,$41.27,$41.65,61.79,A,A+,B+,B-,B,N/A,7.43,39.69%,87.24%,105.93,12.25%,5.58%
SPYV,SPDR Portfolio S&P 500 Value ETF,Equity,"$27,233,100,000",5.93%,"2,467,827",$53.72,1.05%,No,False,2.23%,1.24%,10.59%,13.04%,13.98%,"$1,622,932,413.60","$74,201,720.75","$244,636,728.70","$2,913,570,421.40","$8,183,380,550.80","$14,482,980,788.00",Large Cap Blend Equities,2000-09-25,0.04%,N/A,$1.06,2025-06-23,$0.25,2.00%,16.16,0.94,399,28.94%,40%,20%,1099,$52.25,$53.92,$53.43,$53.87,60.38,A,A,A,B,A-,B+,6.37,57.55%,48.20%,141.1,14.04%,3.33%
EFV,iShares MSCI EAFE Value ETF,Equity,"$27,203,100,000",29.46%,"3,613,767",$66.48,1.25%,No,False,3.66%,4.46%,30.24%,18.72%,14.33%,"$3,200,122,040.00",$0.00,"$229,756,640.00","$8,531,122,720.00","$5,628,717,000.00","$14,587,955,360.00",Foreign Large Cap Equities,2005-08-01,0.33%,TD Ameritrade,$2.28,2025-06-16,$1.36,3.61%,9.27,0.84,428,17.57%,40%,20%,1099,$62.40,$66.36,$66.11,$66.68,65.70,A,B,C,C,A-,A-,7.49,44.79%,88.60%,116.09,10.51%,4.53%
SMH,VanEck Semiconductor ETF,Equity,"$26,942,500,000",23.92%,"7,663,516",$300.10,2.28%,No,False,4.53%,4.39%,32.81%,36.98%,30.00%,"-$941,793,290.00","$42,439,320.00","-$1,105,889,885.00","$9,374,540.00","$6,623,706,280.00","$10,565,327,019.00",Technology Equities,2000-05-05,0.35%,N/A,$1.07,2024-12-23,$1.07,0.36%,20.35,1.35,26,74.43%,40%,20%,1099,$282.41,$297.31,$295.42,$302.51,65.69,A,A,A+,B-,A-,C,8.07,98.40%,98.06%,47.82,0.00%,23.35%
VGK,Vanguard FTSE Europe ETF,Equity,"$26,372,200,000",25.23%,"3,704,078",$78.02,1.02%,No,False,2.38%,0.30%,21.18%,15.36%,11.27%,"$5,948,539,749.25","$4,872,275.44","$182,896,477.31","$4,272,696,258.79","$4,788,161,602.76","$8,735,816,200.26",Europe Equities,2005-03-04,0.06%,2 Platforms,$2.29,2025-06-20,$1.11,2.97%,13.00,0.95,1229,17.01%,40%,20%,1099,$75.28,$79.18,$77.53,$78.27,55.94,A,A,B,B+,B+,A+,7.71,28.81%,93.26%,74.03,15.00%,5.53%
TQQQ,ProShares UltraPro QQQ,Equity,"$26,318,400,000",20.39%,"68,246,064",$94.72,3.69%,No,3x,10.60%,13.14%,61.83%,40.05%,27.30%,"-$3,498,089,305.00","-$1,164,026,175.00","-$2,991,484,260.00","-$5,496,803,960.00","-$11,324,690,080.00","-$799,042,087.50",Leveraged Equities,2010-02-09,0.84%,N/A,$0.92,2025-06-25,$0.22,0.97%,0.00,3.45,112,57.65%,40%,20%,1099,$83.53,$93.15,$92.27,$96.03,66.02,A+,A-,B-,C+,C,A-,6.09,46.60%,37.97%,54.4,5.72%,6.47%
XLE,Energy Select Sector SPDR Fund,Equity,"$26,192,300,000",0.41%,"18,180,132",$84.66,0.49%,No,False,-0.99%,-5.02%,-2.67%,6.50%,22.07%,"-$6,809,810,535.45","$4,723,448.45","-$595,885,091.30","-$8,994,302,446.95","-$12,821,747,344.80","-$5,521,009,861.65",Energy Equities,1998-12-16,0.09%,N/A,$2.86,2025-06-23,$0.72,3.30%,8.87,1.36,24,76.60%,40%,20%,1099,$83.89,$88.46,N/A,N/A,46.04,A+,A,B,A,A-,B,5.97,23.15%,34.74%,390.9,0.00%,0.19%
XLC,Communication Services Select Sector SPDR Fund,Equity,"$25,613,400,000",14.49%,"5,522,026",$110.25,1.91%,No,False,2.73%,4.00%,31.73%,24.76%,14.43%,"$3,066,462,096.00","$1,112,292,646.05","$1,599,726,724.40","$3,254,322,434.00","$5,065,714,523.15","$5,073,848,471.50",Large Cap Growth Equities,2018-06-18,0.09%,N/A,$1.06,2025-06-23,$0.25,0.99%,15.99,1.02,26,73.88%,40%,20%,1099,$105.67,$109.26,$109.13,$110.87,62.91,A,A-,A-,B-,B-,N/A,4.42,16.25%,12.24%,11.86,0.00%,0.13%
IUSG,iShares Core S&P U.S. Growth ETF,Equity,"$24,190,900,000",13.78%,"439,245",$158.11,1.29%,No,False,2.40%,4.54%,30.78%,18.96%,16.23%,"$321,615,601.45",$0.00,"-$136,773,447.35","$589,293,949.20","$2,803,166,327.85","$3,283,377,822.85",Large Cap Growth Equities,2000-07-24,0.04%,N/A,$0.89,2025-06-16,$0.21,0.56%,20.25,1.06,456,51.86%,40%,20%,1099,$152.02,$157.73,$156.88,$158.73,65.80,A,A,A-,B-,B,A-,6.12,18.78%,38.73%,53.82,10.68%,13.21%
USMV,iShares MSCI USA Min Vol Factor ETF,Equity,"$23,228,700,000",5.28%,"2,302,398",$92.83,0.21%,No,False,0.28%,0.10%,8.80%,9.42%,9.63%,"-$395,900,187.70","-$129,903,636.50","-$195,488,349.20","-$2,730,443,461.50","-$10,935,594,461.00","-$21,580,807,657.60",Volatility Hedged Equity,2011-10-18,0.15%,Fidelity,$1.48,2025-06-16,$0.32,1.59%,21.16,0.75,178,15.96%,40%,20%,1099,$92.15,$94.16,$92.56,$92.97,49.00,A,A-,A-,A,A,B,6.74,83.36%,63.72%,229.13,12.58%,5.82%
XLI,Industrial Select Sector SPDR Fund,Equity,"$23,064,300,000",15.99%,"11,136,862",$151.90,1.04%,No,False,0.72%,1.13%,24.62%,17.45%,16.21%,"-$228,034,616.70","-$189,260,810.60","$756,655,619.50","$598,982,328.90","$1,822,704,281.50","$903,650,070.35",Industrials Equities,1998-12-16,0.09%,N/A,$1.94,2025-06-23,$0.43,1.28%,18.48,1.11,80,38.55%,40%,20%,1099,$148.81,$154.53,$151.07,$152.35,58.55,A+,A,B,B+,A,B,6.66,72.34%,60.40%,83.68,33.35%,3.20%
IYW,iShares U.S. Technology ETF,Equity,"$23,011,700,000",16.41%,"796,317",$185.51,1.43%,No,False,3.18%,5.96%,33.11%,26.79%,21.36%,"$511,227,852.95","$26,812,886.55","$90,554,102.20","-$28,009,012.60","$4,267,129,243.55","$4,186,755,450.30",Technology Equities,2000-05-15,0.39%,N/A,$0.33,2025-06-16,$0.09,0.19%,26.80,1.15,142,67.59%,40%,20%,1099,$176.07,$184.66,$183.64,$186.47,68.09,A,A-,A,B+,B+,A,6.5,53.28%,53.38%,18.89,2.30%,16.24%
VXF,Vanguard Extended Market ETF,Equity,"$22,834,900,000",6.16%,"629,458",$200.44,2.23%,No,False,1.73%,2.31%,21.27%,11.21%,10.61%,"$816,110,787.19","$28,047,020.41","-$48,868,443.37","$641,230,872.37","$3,170,547,048.64","$6,678,448,859.81",All Cap Equities,2001-12-27,0.05%,2 Platforms,$2.21,2025-06-26,$0.53,1.11%,14.20,1.19,3363,10.34%,40%,20%,1099,$194.41,$201.50,$198.04,$201.69,59.84,A,A,B,C+,B-,A+,5.77,37.60%,30.41%,104.41,4.51%,6.75%
MDY,SPDR S&P Midcap 400 ETF Trust,Equity,"$22,527,000,000",2.75%,"729,684",$581.95,2.29%,No,False,1.37%,0.47%,10.55%,8.77%,11.77%,"-$1,784,916,161.05","-$71,433,075.00","-$158,733,635.80","-$172,955,908.78","-$312,995,843.18","-$1,455,061,843.80",Small Cap Growth Equities,1995-05-04,0.24%,N/A,$6.84,2025-06-20,$1.80,1.18%,13.46,1.12,402,7.39%,40%,20%,1099,$565.33,$590.26,$574.41,$585.80,56.28,A,B+,C,B,A-,B,6.12,61.77%,38.74%,115.04,4.71%,7.06%
ACWI,iShares MSCI ACWI ETF,Equity,"$22,301,200,000",14.02%,"3,100,684",$132.95,1.09%,No,False,2.42%,2.90%,22.19%,15.29%,12.83%,"$626,934,720.00",$0.00,"-$445,799,840.00","$1,049,346,340.00","-$3,313,163,740.00","$1,209,669,480.00",Large Cap Growth Equities,2008-03-26,0.32%,2 Platforms,$2.03,2025-06-16,$0.96,1.52%,15.90,0.93,2233,24.14%,40%,20%,1099,$128.63,$132.71,$132.20,$133.35,64.86,A,B,C+,A-,B+,A,6.57,25.03%,56.28%,113.89,11.46%,7.39%
XLY,Consumer Discretionary Select Sector SPDR Fund,Equity,"$22,225,200,000",1.56%,"4,813,239",$226.74,1.06%,No,False,3.58%,2.40%,31.73%,11.91%,10.74%,"-$634,311,337.55","-$34,703,105.30","-$770,725,869.70","-$269,587,711.00","-$196,403,652.10","-$899,755,758.10",Consumer Discretionary Equities,1998-12-16,0.09%,N/A,$1.83,2025-06-23,$0.45,0.83%,24.20,1.18,53,69.29%,40%,20%,1099,$217.09,$228.29,$225.14,$227.67,59.73,A+,A,A,B,A-,B+,5.74,39.77%,29.89%,54.88,26.23%,0.49%
DYNF,iShares U.S. Equity Factor Rotation Active ETF,Equity,"$21,868,900,000",12.20%,"1,913,392",$57.10,1.08%,No,False,2.92%,4.14%,26.14%,22.67%,17.92%,"$6,378,160,747.50","$129,247,070.00","$1,807,390,045.00","$8,813,243,897.50","$18,077,883,932.50","$18,055,446,600.00",Large Cap Growth Equities,2019-03-19,0.27%,N/A,$0.59,2025-06-16,$0.18,1.03%,18.26,0.97,117,47.80%,40%,20%,1099,$54.81,$56.87,$56.74,$57.30,68.53,B,B,B-,B+,A-,N/A,6.07,14.74%,37.18%,124.47,17.56%,8.26%
OEF,iShares S&P 100 ETF,Equity,"$21,677,500,000",11.11%,"339,722",$319.57,0.96%,No,False,2.72%,4.06%,25.79%,19.98%,17.23%,"$5,062,506,431.25","$79,004,460.90","$203,833,628.90","$5,457,102,444.60","$6,490,007,095.05","$6,506,604,045.05",Large Cap Growth Equities,2000-10-23,0.20%,2 Platforms,$2.81,2025-06-16,$0.64,0.91%,20.57,0.99,102,53.62%,40%,20%,1099,$306.94,$318.38,$317.54,$320.68,67.82,A-,B+,A-,B,B+,B-,5.96,9.23%,34.64%,53.26,14.43%,9.76%
XLU,Utilities Select Sector SPDR Fund,Equity,"$21,400,300,000",15.59%,"12,303,060",$86.28,0.43%,No,False,-0.13%,4.65%,20.44%,7.84%,10.87%,"$2,668,965,146.35","$266,653,296.05","$566,317,208.05","$1,773,121,965.00","$2,391,505,189.55","$5,115,489,081.10",Utilities Equities,1998-12-16,0.09%,N/A,$2.28,2025-06-23,$0.56,2.77%,17.85,0.52,33,58.69%,40%,20%,1099,$82.24,$87.64,N/A,N/A,61.15,A+,A,B+,A,A,B-,6.55,44.44%,55.52%,1836.49,70.33%,5.05%
IUSV,iShares Core S&P U.S. Value ETF,Equity,"$21,190,900,000",5.74%,"582,230",$97.06,1.11%,No,False,2.18%,1.08%,10.60%,12.73%,14.01%,"$635,373,348.35","$52,662,525.20","-$61,041,218.40","$1,877,546,087.65","$4,421,851,531.55","$8,093,212,181.55",Large Cap Blend Equities,2000-07-24,0.04%,N/A,$1.93,2025-06-16,$0.43,1.99%,17.75,0.95,694,27.34%,40%,20%,1099,$94.42,$97.50,$96.54,$97.34,60.12,A,A,A-,B-,A-,A,6.36,56.87%,47.87%,140.69,13.45%,3.50%
IDEV,iShares Core MSCI International Developed Markets ETF,Equity,"$20,572,900,000",22.84%,"1,159,897",$77.86,1.12%,No,False,2.74%,2.76%,23.21%,14.01%,10.77%,"$2,838,618,915.00",$0.00,$0.00,"$4,001,738,670.00","$8,586,715,935.00","$13,311,668,940.00",Foreign Large Cap Equities,2017-03-21,0.04%,N/A,$2.27,2025-06-16,$1.28,3.01%,12.99,0.88,2239,9.23%,40%,20%,1099,$74.43,$78.05,$77.40,$78.10,61.75,A-,A,B+,B-,B,N/A,7.48,43.60%,88.22%,103.37,12.72%,5.74%
CGDV,Capital Group Dividend Value ETF,Equity,"$20,393,900,000",17.04%,"3,708,008",$41.01,1.26%,No,False,1.23%,0.96%,22.90%,21.86%,N/A,"$5,877,846,388.40","$94,689,330.50","$811,192,598.32","$8,076,674,244.34","$15,419,854,473.82","$16,031,356,399.34",Large Cap Value Equities,2022-02-22,0.33%,N/A,$0.57,2025-06-30,$0.13,1.41%,0.00,0.91,55,42.56%,40%,20%,1099,$40.16,$41.24,$40.78,$41.13,63.30,A,B+,A+,B-,C,N/A,6.14,10.26%,39.36%,145.25,25.26%,6.43%
SDY,SPDR S&P Dividend ETF,Equity,"$20,233,100,000",7.06%,"233,855",$139.59,0.82%,No,False,1.09%,0.58%,8.02%,5.37%,10.33%,"-$858,830,376.30","-$20,745,434.75","-$69,301,367.90","-$948,636,070.75","-$3,812,113,413.40","-$2,052,212,076.90",All Cap Equities,2005-11-08,0.35%,N/A,$3.56,2025-06-23,$0.93,2.56%,16.29,0.86,151,19.02%,40%,20%,1099,$136.71,$140.45,$138.91,$139.97,57.84,A,B+,B,A-,A,B,6.72,70.88%,62.76%,288.1,12.05%,6.03%
DVY,iShares Select Dividend ETF,Equity,"$19,877,800,000",6.43%,"411,711",$137.34,1.14%,No,False,1.13%,0.84%,13.21%,7.21%,13.73%,"-$746,004,604.45",$0.00,"-$195,847,550.60","-$250,415,065.15","-$3,743,757,455.55","-$446,215,075.55",All Cap Equities,2003-11-03,0.38%,Fidelity,$5.15,2025-06-16,$1.23,3.75%,11.69,0.87,101,19.18%,40%,20%,1099,$133.71,$138.37,$136.51,$137.77,57.84,A,B+,B-,B,A,B-,6.73,72.55%,63.16%,442.77,16.18%,4.19%
IWP,iShares Russell Mid-Cap Growth ETF,Equity,"$19,750,400,000",10.85%,"847,166",$140.25,1.43%,No,False,-0.23%,1.99%,30.91%,15.54%,11.35%,"$655,939,208.90","-$21,062,138.25","$427,495,356.95","$1,913,794,527.40","$696,663,958.45","-$739,534,091.55",All Cap Equities,2001-07-17,0.23%,TD Ameritrade,$0.52,2025-06-16,$0.13,0.37%,24.51,1.10,279,21.03%,40%,20%,1099,$137.87,$143.16,$139.10,$140.82,53.96,A,A-,A,B,C+,A-,6.33,73.38%,46.72%,198.12,6.92%,5.88%
COWZ,Pacer US Cash Cows 100 ETF,Equity,"$19,424,800,000",-0.16%,"2,648,413",$55.99,1.28%,No,False,0.54%,-1.01%,4.39%,7.61%,16.37%,"-$4,874,823,140.00","-$230,113,540.00","-$829,056,315.00","-$4,241,352,610.00","$9,820,614,220.00","$16,721,991,715.00",All Cap Equities,2016-12-16,0.49%,N/A,$0.88,2025-06-05,$0.16,1.57%,0.06,1.09,103,21.24%,40%,20%,1099,$54.74,$57.44,$55.57,$56.24,52.35,A,B,B,B,A-,B,6.58,75.05%,56.63%,114.35,5.10%,3.60%
VBK,Vanguard Small Cap Growth ETF,Equity,"$19,124,100,000",1.96%,"203,847",$284.68,2.36%,No,False,1.23%,2.00%,16.67%,7.83%,6.61%,"-$230,505,670.30","-$6,612,406.09","$35,804,069.87","$419,556,033.63","$2,567,914,392.28","$4,242,521,558.76",Small Cap Growth Equities,2004-01-26,0.07%,3 Platforms,$1.51,2025-06-30,$0.42,0.53%,22.40,1.14,571,8.83%,40%,20%,1099,$277.03,$288.23,$281.17,$286.46,56.75,A-,A,B+,C+,B-,A,5.78,38.36%,30.70%,64.55,4.63%,8.76%
VOOG,Vanguard S&P 500 Growth ETF,Equity,"$19,104,400,000",14.41%,"241,459",$417.64,1.04%,No,False,2.46%,4.61%,31.69%,19.47%,16.52%,"$1,985,986,200.00","$8,085,400.00","$285,180,400.00","$3,454,804,000.00","$5,584,651,100.00","$8,036,368,025.95",Large Cap Growth Equities,2010-09-07,0.07%,Vanguard,$2.09,2025-06-26,$0.49,0.52%,20.80,1.05,214,52.19%,40%,20%,1099,$401.26,$416.71,$414.42,$419.33,66.65,A-,A-,A-,C+,B,B+,6.13,19.25%,38.87%,52.01,11.09%,13.70%
FNDX,Schwab Fundamental U.S. Large Company ETF,Equity,"$18,974,900,000",7.19%,"2,945,166",$25.16,1.33%,No,False,2.19%,1.00%,14.58%,12.78%,15.82%,"$875,765,500.00","$35,816,500.00","$158,618,500.00","$1,451,970,915.06","$4,847,530,915.06","$8,310,577,915.06",Large Cap Blend Equities,2013-08-15,0.25%,Charles Schwab,$0.63,2025-06-25,$0.11,2.56%,13.55,1.00,739,21.15%,40%,20%,1099,$24.44,$25.25,$25.00,$25.24,60.31,A,A-,B,B,B+,A,6.27,45.44%,44.13%,140.26,12.41%,3.14%
EEM,iShares MSCI Emerging Markets ETF,Equity,"$18,776,200,000",20.47%,"24,468,404",$49.90,1.22%,No,False,2.17%,3.40%,21.40%,9.81%,4.95%,"-$959,778,315.00",$0.00,$0.00,"-$1,076,471,775.00","-$10,337,432,670.00","-$4,815,112,635.00",Emerging Markets Equities,2003-04-07,0.72%,N/A,$1.18,2025-06-16,$0.45,2.40%,10.53,0.74,1180,28.14%,40%,20%,1099,$48.35,$49.99,$49.60,$50.07,63.77,A+,C+,B+,C+,B+,A,6.05,28.46%,36.76%,288.63,3.37%,4.29%
VOE,Vanguard Mid-Cap Value ETF,Equity,"$18,205,800,000",5.94%,"291,386",$169.37,1.29%,No,False,1.10%,1.34%,12.14%,8.36%,12.74%,"$221,939,671.65","$18,553,504.46","$18,588,284.29","$376,215,237.74","-$885,443,480.34","$2,771,550,961.92",Mid Cap Value Equities,2006-08-17,0.07%,2 Platforms,$3.72,2025-06-30,$0.86,2.23%,14.90,1.05,187,12.12%,40%,20%,1099,$165.12,$170.70,$168.11,$170.00,58.01,A,A+,B+,A-,A,B+,7.11,98.60%,77.84%,283.74,11.05%,6.60%
MTUM,iShares MSCI USA Momentum Factor ETF,Equity,"$17,945,000,000",20.34%,"1,009,520",$247.86,0.88%,No,False,2.79%,4.91%,35.23%,21.59%,13.65%,"$2,087,016,051.20","$48,698,472.85","-$251,825,588.15","$4,866,876,133.65","$2,108,260,916.80","$688,493,756.55",Large Cap Growth Equities,2013-04-16,0.15%,N/A,$2.19,2025-06-16,$0.47,0.91%,14.07,0.91,127,44.80%,40%,20%,1099,$236.06,$246.62,$246.49,$248.61,66.63,A,A-,A-,B-,B-,B-,5.59,3.75%,27.62%,136.93,15.68%,1.70%
SCHA,Schwab U.S. Small-Cap ETF,Equity,"$17,472,100,000",2.69%,"3,279,934",$26.41,2.72%,No,False,2.05%,1.85%,12.36%,7.12%,9.64%,"-$753,581,000.00","$16,685,000.00","-$22,470,000.00","-$558,066,000.00","$784,071,000.00","$2,826,678,500.00",Small Cap Blend Equities,2009-11-03,0.04%,Charles Schwab,$0.48,2025-06-25,$0.08,1.85%,11.64,1.17,1700,4.32%,40%,20%,1099,$25.43,$26.55,$26.03,$26.60,59.15,A,A,B,B+,B+,A,5.44,15.37%,25.40%,135.91,4.24%,6.89%
VOT,Vanguard Mid-Cap Growth ETF,Equity,"$17,344,700,000",13.49%,"198,467",$287.02,1.02%,No,False,-0.45%,1.32%,28.29%,12.85%,10.92%,"$397,952,469.39","$22,752,804.14","-$249,391,313.24","$815,886,976.04","$2,273,848,261.57","$3,474,308,201.99",Mid Cap Growth Equities,2006-08-17,0.07%,2 Platforms,$1.78,2025-06-30,$0.43,0.62%,26.10,1.10,126,19.69%,40%,20%,1099,$282.89,$294.46,$285.27,$287.90,54.19,A-,A,A-,B-,B-,B,6.21,67.51%,41.80%,178.96,9.57%,5.45%
GDX,VanEck Gold Miners ETF,Equity,"$17,050,200,000",71.66%,"20,514,484",$58.21,0.90%,No,False,3.10%,11.05%,59.59%,31.74%,9.78%,"-$3,492,267,295.00","$116,905,645.00","-$86,757,020.00","-$3,676,441,105.00","-$5,086,670,180.00","-$5,431,208,065.50",Materials,2006-05-16,0.51%,N/A,$0.40,2024-12-23,$0.40,0.69%,22.43,0.77,63,66.35%,40%,20%,1099,$49.44,$58.84,$57.64,$58.50,64.75,A+,B,B+,B-,B,B-,6.81,52.83%,66.64%,267.24,1.75%,0.00%
FNDF,Schwab Fundamental International Equity ETF,Equity,"$16,892,000,000",26.69%,"1,073,869",$41.85,1.26%,No,False,3.31%,3.82%,25.31%,16.12%,14.22%,"$399,795,000.00",$0.00,$0.00,"$1,215,337,000.00","$4,795,546,000.00","$7,844,610,000.00",Foreign Large Cap Equities,2013-08-15,0.25%,Charles Schwab,$1.23,2025-06-25,$0.21,3.07%,8.72,0.86,929,12.21%,40%,20%,1099,$39.54,$41.85,$41.59,$41.99,64.62,A,A-,C+,C+,A-,N/A,7.22,21.68%,81.44%,164.21,12.33%,4.35%
XLP,Consumer Staples Select Sector SPDR Fund,Equity,"$16,771,200,000",6.39%,"14,601,349",$82.63,0.27%,No,False,2.68%,2.25%,7.58%,6.12%,8.24%,"-$142,900,651.05","$400,869,077.50","$340,451,864.10","$106,936,307.15","-$496,528,996.00","-$88,342,295.00",Consumer Staples Equities,1998-12-16,0.09%,N/A,$2.01,2025-06-23,$0.55,2.48%,19.94,0.58,40,60.93%,40%,20%,1099,$79.71,$82.63,$82.36,$82.79,58.66,A+,A,B,A-,A,B+,6.72,59.38%,62.69%,37.33,13.18%,6.86%
